album_id,artist_id,album_name,release_year
alb_0121,art_0220,Album_121,2023
alb_0122,art_0083,Album_122,2019
alb_0123,art_0110,Album_123,2023
alb_0124,art_0182,Album_124,2019
alb_0125,art_0190,Album_125,2024
alb_0126,art_0215,Album_126,2022
alb_0127,art_0032,Album_127,2015
alb_0128,art_0168,Album_128,2021
alb_0129,art_0141,Album_129,2018
alb_0130,art_0212,Album_130,2019
alb_0131,art_0035,Album_131,2020
alb_0132,art_0133,Album_132,2019
alb_0133,art_0201,Album_133,2015
alb_0134,art_0029,Album_134,2023
alb_0135,art_0070,Album_135,2016
alb_0136,art_0153,Album_136,2023
alb_0137,art_0095,Album_137,2024
alb_0138,art_0022,Album_138,2016
alb_0139,art_0194,Album_139,2023
alb_0140,art_0173,Album_140,2020
alb_0141,art_0069,Album_141,2025
alb_0142,art_0219,Album_142,2023
alb_0143,art_0089,Album_143,2020
alb_0144,art_0072,Album_144,2020
alb_0145,art_0247,Album_145,2025
alb_0146,art_0129,Album_146,2016
alb_0147,art_0212,Album_147,2022
alb_0148,art_0172,Album_148,2017
alb_0149,art_0087,Album_149,2021
alb_0150,art_0096,Album_150,2019
alb_0151,art_0075,Album_151,2017
alb_0152,art_0167,Album_152,2015
alb_0153,art_0239,Album_153,2022
alb_0154,art_0054,Album_154,2017
alb_0155,art_0088,Album_155,2016
alb_0156,art_0203,Album_156,2015
alb_0157,art_0157,Album_157,2018
alb_0158,art_0054,Album_158,2022
alb_0159,art_0218,Album_159,2017
alb_0160,art_0016,Album_160,2015
alb_0161,art_0099,Album_161,2018
alb_0162,art_0020,Album_162,2023
alb_0163,art_0046,Album_163,2015
alb_0164,art_0195,Album_164,2025
alb_0165,art_0193,Album_165,2016
alb_0166,art_0127,Album_166,2023
alb_0167,art_0058,Album_167,2016
alb_0168,art_0181,Album_168,2017
alb_0169,art_0111,Album_169,2021
alb_0170,art_0129,Album_170,2017
alb_0171,art_0081,Album_171,2023
alb_0172,art_0194,Album_172,2020
alb_0173,art_0157,Album_173,2017
alb_0174,art_0084,Album_174,2023
alb_0175,art_0070,Album_175,2015
alb_0176,art_0008,Album_176,2024
alb_0177,art_0029,Album_177,2017
alb_0178,art_0112,Album_178,2015
alb_0179,art_0179,Album_179,2016
alb_0180,art_0161,Album_180,2022
alb_0181,art_0131,Album_181,2021
alb_0182,art_0188,Album_182,2016
alb_0183,art_0163,Album_183,2016
alb_0184,art_0197,Album_184,2023
alb_0185,art_0219,Album_185,2020
alb_0186,art_0108,Album_186,2019
alb_0187,art_0204,Album_187,2024
alb_0188,art_0212,Album_188,2020
alb_0189,art_0109,Album_189,2023
alb_0190,art_0020,Album_190,2025
alb_0191,art_0073,Album_191,2021
alb_0192,art_0167,Album_192,2024
alb_0193,art_0004,Album_193,2024
alb_0194,art_0243,Album_194,2023
alb_0195,art_0246,Album_195,2018
alb_0196,art_0019,Album_196,2016
alb_0197,art_0102,Album_197,2022
alb_0198,art_0219,Album_198,2018
alb_0199,art_0173,Album_199,2023
alb_0200,art_0171,Album_200,2018
alb_0201,art_0141,Album_201,2022
alb_0202,art_0141,Album_202,2023
alb_0203,art_0188,Album_203,2023
alb_0204,art_0185,Album_204,2024
alb_0205,art_0086,Album_205,2018
alb_0206,art_0220,Album_206,2015
alb_0207,art_0052,Album_207,2017
alb_0208,art_0111,Album_208,2023
alb_0209,art_0181,Album_209,2018
alb_0210,art_0109,Album_210,2019
alb_0211,art_0086,Album_211,2021
alb_0212,art_0043,Album_212,2019
alb_0213,art_0211,Album_213,2018
alb_0214,art_0200,Album_214,2016
alb_0215,art_0244,Album_215,2016
alb_0216,art_0200,Album_216,2018
alb_0217,art_0042,Album_217,2024
alb_0218,art_0090,Album_218,2024
alb_0219,art_0240,Album_219,2023
alb_0220,art_0115,Album_220,2022
alb_0221,art_0026,Album_221,2017
alb_0222,art_0151,Album_222,2023
alb_0223,art_0043,Album_223,2019
alb_0224,art_0077,Album_224,2025
alb_0225,art_0156,Album_225,2017
alb_0226,art_0137,Album_226,2019
alb_0227,art_0020,Album_227,2024
alb_0228,art_0184,Album_228,2018
alb_0229,art_0211,Album_229,2022
alb_0230,art_0240,Album_230,2019
alb_0231,art_0039,Album_231,2024
alb_0232,art_0179,Album_232,2022
alb_0233,art_0012,Album_233,2023
alb_0234,art_0207,Album_234,2018
alb_0235,art_0223,Album_235,2021
alb_0236,art_0183,Album_236,2016
alb_0237,art_0206,Album_237,2020
alb_0238,art_0011,Album_238,2022
alb_0239,art_0154,Album_239,2021
alb_0240,art_0042,Album_240,2021
alb_0241,art_0155,Album_241,2022
alb_0242,art_0011,Album_242,2021
alb_0243,art_0038,Album_243,2019
alb_0244,art_0098,Album_244,2021
alb_0245,art_0171,Album_245,2024
alb_0246,art_0019,Album_246,2017
alb_0247,art_0192,Album_247,2019
alb_0248,art_0134,Album_248,2021
alb_0249,art_0174,Album_249,2023
alb_0250,art_0116,Album_250,2016
alb_0251,art_0230,Album_251,2018
alb_0252,art_0113,Album_252,2021
alb_0253,art_0170,Album_253,2015
alb_0254,art_0220,Album_254,2016
alb_0255,art_0065,Album_255,2023
alb_0256,art_0099,Album_256,2024
alb_0257,art_0232,Album_257,2021
alb_0258,art_0072,Album_258,2024
alb_0259,art_0187,Album_259,2021
alb_0260,art_0052,Album_260,2020
alb_0261,art_0118,Album_261,2017
alb_0262,art_0175,Album_262,2024
alb_0263,art_0120,Album_263,2017
alb_0264,art_0007,Album_264,2016
alb_0265,art_0011,Album_265,2025
alb_0266,art_0103,Album_266,2020
alb_0267,art_0061,Album_267,2018
alb_0268,art_0068,Album_268,2019
alb_0269,art_0153,Album_269,2017
alb_0270,art_0140,Album_270,2020
alb_0271,art_0154,Album_271,2025
alb_0272,art_0102,Album_272,2017
alb_0273,art_0110,Album_273,2022
alb_0274,art_0140,Album_274,2023
alb_0275,art_0171,Album_275,2018
alb_0276,art_0051,Album_276,2023
alb_0277,art_0117,Album_277,2021
alb_0278,art_0165,Album_278,2017
alb_0279,art_0046,Album_279,2021
alb_0280,art_0053,Album_280,2015
alb_0281,art_0088,Album_281,2017
alb_0282,art_0208,Album_282,2020
alb_0283,art_0121,Album_283,2018
alb_0284,art_0013,Album_284,2021
alb_0285,art_0089,Album_285,2017
alb_0286,art_0125,Album_286,2015
alb_0287,art_0118,Album_287,2023
alb_0288,art_0054,Album_288,2020
alb_0289,art_0185,Album_289,2022
alb_0290,art_0116,Album_290,2017
alb_0291,art_0118,Album_291,2022
alb_0292,art_0004,Album_292,2016
alb_0293,art_0075,Album_293,2018
alb_0294,art_0224,Album_294,2017
alb_0295,art_0049,Album_295,2024
alb_0296,art_0007,Album_296,2015
alb_0297,art_0110,Album_297,2021
alb_0298,art_0122,Album_298,2025
alb_0299,art_0011,Album_299,2024
alb_0300,art_0092,Album_300,2016
alb_0301,art_0182,Album_301,2018
alb_0302,art_0233,Album_302,2023
alb_0303,art_0215,Album_303,2020
alb_0304,art_0173,Album_304,2022
alb_0305,art_0023,Album_305,2016
alb_0306,art_0242,Album_306,2021
alb_0307,art_0028,Album_307,2020
alb_0308,art_0235,Album_308,2023
alb_0309,art_0111,Album_309,2021
alb_0310,art_0057,Album_310,2015
alb_0311,art_0026,Album_311,2022
alb_0312,art_0153,Album_312,2025
alb_0313,art_0054,Album_313,2024
alb_0314,art_0029,Album_314,2017
alb_0315,art_0211,Album_315,2016
alb_0316,art_0097,Album_316,2017
alb_0317,art_0164,Album_317,2025
alb_0318,art_0014,Album_318,2020
alb_0319,art_0078,Album_319,2017
alb_0320,art_0035,Album_320,2024
alb_0321,art_0030,Album_321,2019
alb_0322,art_0092,Album_322,2020
alb_0323,art_0017,Album_323,2022
alb_0324,art_0195,Album_324,2021
alb_0325,art_0208,Album_325,2025
alb_0326,art_0238,Album_326,2022
alb_0327,art_0158,Album_327,2017
alb_0328,art_0244,Album_328,2018
alb_0329,art_0093,Album_329,2020
alb_0330,art_0173,Album_330,2025
alb_0331,art_0079,Album_331,2021
alb_0332,art_0110,Album_332,2023
alb_0333,art_0248,Album_333,2015
alb_0334,art_0217,Album_334,2022
alb_0335,art_0179,Album_335,2022
alb_0336,art_0102,Album_336,2020
alb_0337,art_0106,Album_337,2018
alb_0338,art_0047,Album_338,2017
alb_0339,art_0181,Album_339,2025
alb_0340,art_0064,Album_340,2017
alb_0341,art_0246,Album_341,2020
alb_0342,art_0244,Album_342,2022
alb_0343,art_0250,Album_343,2021
alb_0344,art_0166,Album_344,2025
alb_0345,art_0064,Album_345,2015
alb_0346,art_0087,Album_346,2025
alb_0347,art_0217,Album_347,2020
alb_0348,art_0234,Album_348,2021
alb_0349,art_0007,Album_349,2021
alb_0350,art_0022,Album_350,2023
alb_0351,art_0081,Album_351,2025
alb_0352,art_0210,Album_352,2025
alb_0353,art_0241,Album_353,2024
alb_0354,art_0169,Album_354,2019
alb_0355,art_0074,Album_355,2015
alb_0356,art_0138,Album_356,2016
alb_0357,art_0185,Album_357,2018
alb_0358,art_0135,Album_358,2019
alb_0359,art_0240,Album_359,2023
alb_0360,art_0125,Album_360,2025
alb_0361,art_0050,Album_361,2015
alb_0362,art_0230,Album_362,2017
alb_0363,art_0219,Album_363,2019
alb_0364,art_0052,Album_364,2017
alb_0365,art_0161,Album_365,2018
alb_0366,art_0001,Album_366,2017
alb_0367,art_0236,Album_367,2018
alb_0368,art_0181,Album_368,2015
alb_0369,art_0188,Album_369,2022
alb_0370,art_0162,Album_370,2018
alb_0371,art_0004,Album_371,2021
alb_0372,art_0145,Album_372,2016
alb_0373,art_0132,Album_373,2016
alb_0374,art_0171,Album_374,2020
alb_0375,art_0246,Album_375,2016
alb_0376,art_0218,Album_376,2020
alb_0377,art_0004,Album_377,2025
alb_0378,art_0001,Album_378,2016
alb_0379,art_0071,Album_379,2018
alb_0380,art_0222,Album_380,2021
alb_0381,art_0178,Album_381,2022
alb_0382,art_0201,Album_382,2017
alb_0383,art_0189,Album_383,2023
alb_0384,art_0035,Album_384,2016
alb_0385,art_0008,Album_385,2022
alb_0386,art_0152,Album_386,2022
alb_0387,art_0211,Album_387,2018
alb_0388,art_0036,Album_388,2015
alb_0389,art_0178,Album_389,2015
alb_0390,art_0244,Album_390,2016
alb_0391,art_0123,Album_391,2023
alb_0392,art_0043,Album_392,2016
alb_0393,art_0027,Album_393,2016
alb_0394,art_0032,Album_394,2020
alb_0395,art_0078,Album_395,2021
alb_0396,art_0121,Album_396,2021
alb_0397,art_0146,Album_397,2023
alb_0398,art_0156,Album_398,2020
alb_0399,art_0157,Album_399,2022
alb_0400,art_0016,Album_400,2025
alb_0401,art_0099,Album_401,2020
alb_0402,art_0047,Album_402,2016
alb_0403,art_0187,Album_403,2015
alb_0404,art_0031,Album_404,2019
alb_0405,art_0004,Album_405,2023
alb_0406,art_0165,Album_406,2022
alb_0407,art_0017,Album_407,2018
alb_0408,art_0039,Album_408,2019
alb_0409,art_0048,Album_409,2019
alb_0410,art_0174,Album_410,2020
alb_0411,art_0218,Album_411,2017
alb_0412,art_0176,Album_412,2019
alb_0413,art_0039,Album_413,2016
alb_0414,art_0233,Album_414,2024
alb_0415,art_0132,Album_415,2015
alb_0416,art_0030,Album_416,2025
alb_0417,art_0158,Album_417,2015
alb_0418,art_0022,Album_418,2024
alb_0419,art_0203,Album_419,2021
alb_0420,art_0066,Album_420,2016
alb_0421,art_0108,Album_421,2018
alb_0422,art_0012,Album_422,2019
alb_0423,art_0222,Album_423,2021
alb_0424,art_0036,Album_424,2016
alb_0425,art_0018,Album_425,2020
alb_0426,art_0090,Album_426,2015
alb_0427,art_0181,Album_427,2021
alb_0428,art_0199,Album_428,2023
alb_0429,art_0001,Album_429,2019
alb_0430,art_0127,Album_430,2019
alb_0431,art_0186,Album_431,2018
alb_0432,art_0090,Album_432,2017
alb_0433,art_0087,Album_433,2023
alb_0434,art_0090,Album_434,2019
alb_0435,art_0237,Album_435,2022
alb_0436,art_0134,Album_436,2023
alb_0437,art_0070,Album_437,2019
alb_0438,art_0044,Album_438,2024
alb_0439,art_0200,Album_439,2023
alb_0440,art_0152,Album_440,2016
alb_0441,art_0086,Album_441,2023
alb_0442,art_0019,Album_442,2025
alb_0443,art_0101,Album_443,2018
alb_0444,art_0146,Album_444,2020
alb_0445,art_0095,Album_445,2020
alb_0446,art_0101,Album_446,2020
alb_0447,art_0030,Album_447,2016
alb_0448,art_0249,Album_448,2021
alb_0449,art_0170,Album_449,2020
alb_0450,art_0033,Album_450,2025
alb_0451,art_0202,Album_451,2015
alb_0452,art_0229,Album_452,2016
alb_0453,art_0012,Album_453,2021
alb_0454,art_0118,Album_454,2015
alb_0455,art_0094,Album_455,2015
alb_0456,art_0155,Album_456,2015
alb_0457,art_0167,Album_457,2022
alb_0458,art_0137,Album_458,2018
alb_0459,art_0246,Album_459,2018
alb_0460,art_0149,Album_460,2016
alb_0461,art_0076,Album_461,2025
alb_0462,art_0247,Album_462,2025
alb_0463,art_0029,Album_463,2025
alb_0464,art_0161,Album_464,2015
alb_0465,art_0235,Album_465,2024
alb_0466,art_0190,Album_466,2023
alb_0467,art_0117,Album_467,2021
alb_0468,art_0015,Album_468,2018
alb_0469,art_0002,Album_469,2020
alb_0470,art_0180,Album_470,2016
alb_0471,art_0231,Album_471,2021
alb_0472,art_0117,Album_472,2016
alb_0473,art_0172,Album_473,2024
alb_0474,art_0182,Album_474,2022
alb_0475,art_0018,Album_475,2022
alb_0476,art_0003,Album_476,2015
alb_0477,art_0135,Album_477,2022
alb_0478,art_0171,Album_478,2016
alb_0479,art_0210,Album_479,2020
alb_0480,art_0236,Album_480,2015
alb_0481,art_0166,Album_481,2019
alb_0482,art_0165,Album_482,2025
alb_0483,art_0186,Album_483,2021
alb_0484,art_0161,Album_484,2024
alb_0485,art_0108,Album_485,2015
alb_0486,art_0187,Album_486,2016
alb_0487,art_0095,Album_487,2021
alb_0488,art_0122,Album_488,2020
alb_0489,art_0011,Album_489,2017
alb_0490,art_0068,Album_490,2024
alb_0491,art_0123,Album_491,2016
alb_0492,art_0210,Album_492,2024
alb_0493,art_0196,Album_493,2018
alb_0494,art_0113,Album_494,2017
alb_0495,art_0098,Album_495,2021
alb_0496,art_0093,Album_496,2022
alb_0497,art_0216,Album_497,2016
alb_0498,art_0022,Album_498,2024
alb_0499,art_0194,Album_499,2021
alb_0500,art_0172,Album_500,2022
alb_0501,art_0127,Album_501,2020
alb_0502,art_0134,Album_502,2020
alb_0503,art_0170,Album_503,2024
alb_0504,art_0025,Album_504,2015
alb_0505,art_0247,Album_505,2018
alb_0506,art_0185,Album_506,2015
alb_0507,art_0085,Album_507,2018
alb_0508,art_0055,Album_508,2016
alb_0509,art_0144,Album_509,2025
alb_0510,art_0095,Album_510,2019
alb_0511,art_0142,Album_511,2024
alb_0512,art_0167,Album_512,2023
alb_0513,art_0156,Album_513,2025
alb_0514,art_0224,Album_514,2024
alb_0515,art_0220,Album_515,2017
alb_0516,art_0179,Album_516,2022
alb_0517,art_0119,Album_517,2017
alb_0518,art_0177,Album_518,2020
alb_0519,art_0009,Album_519,2018
alb_0520,art_0186,Album_520,2022
alb_0521,art_0173,Album_521,2025
alb_0522,art_0150,Album_522,2020
alb_0523,art_0160,Album_523,2022
alb_0524,art_0197,Album_524,2015
alb_0525,art_0215,Album_525,2020
alb_0526,art_0197,Album_526,2015
alb_0527,art_0042,Album_527,2015
alb_0528,art_0053,Album_528,2022
alb_0529,art_0224,Album_529,2021
alb_0530,art_0187,Album_530,2017
alb_0531,art_0074,Album_531,2020
alb_0532,art_0039,Album_532,2023
alb_0533,art_0122,Album_533,2021
alb_0534,art_0015,Album_534,2017
alb_0535,art_0199,Album_535,2020
alb_0536,art_0157,Album_536,2025
alb_0537,art_0123,Album_537,2018
alb_0538,art_0111,Album_538,2017
alb_0539,art_0131,Album_539,2023
alb_0540,art_0083,Album_540,2024
alb_0541,art_0010,Album_541,2016
alb_0542,art_0092,Album_542,2015
alb_0543,art_0029,Album_543,2016
alb_0544,art_0207,Album_544,2021
alb_0545,art_0035,Album_545,2024
alb_0546,art_0006,Album_546,2015
alb_0547,art_0140,Album_547,2020
alb_0548,art_0111,Album_548,2021
alb_0549,art_0038,Album_549,2023
alb_0550,art_0077,Album_550,2022
alb_0551,art_0093,Album_551,2020
alb_0552,art_0147,Album_552,2017
alb_0553,art_0067,Album_553,2022
alb_0554,art_0136,Album_554,2021
alb_0555,art_0008,Album_555,2017
alb_0556,art_0247,Album_556,2023
alb_0557,art_0122,Album_557,2016
alb_0558,art_0084,Album_558,2017
alb_0559,art_0175,Album_559,2016
alb_0560,art_0132,Album_560,2015
alb_0561,art_0179,Album_561,2018
alb_0562,art_0085,Album_562,2019
alb_0563,art_0195,Album_563,2020
alb_0564,art_0045,Album_564,2019
alb_0565,art_0136,Album_565,2015
alb_0566,art_0087,Album_566,2017
alb_0567,art_0016,Album_567,2015
alb_0568,art_0077,Album_568,2025
alb_0569,art_0195,Album_569,2019
alb_0570,art_0240,Album_570,2019
alb_0571,art_0009,Album_571,2025
alb_0572,art_0060,Album_572,2020
alb_0573,art_0078,Album_573,2022
alb_0574,art_0077,Album_574,2024
alb_0575,art_0245,Album_575,2015
alb_0576,art_0249,Album_576,2018
alb_0577,art_0071,Album_577,2024
alb_0578,art_0015,Album_578,2025
alb_0579,art_0071,Album_579,2015
alb_0580,art_0102,Album_580,2023
alb_0581,art_0226,Album_581,2025
alb_0582,art_0169,Album_582,2021
alb_0583,art_0022,Album_583,2021
alb_0584,art_0152,Album_584,2019
alb_0585,art_0113,Album_585,2021
alb_0586,art_0229,Album_586,2016
alb_0587,art_0172,Album_587,2018
alb_0588,art_0001,Album_588,2021
alb_0589,art_0010,Album_589,2017
alb_0590,art_0235,Album_590,2016
alb_0591,art_0208,Album_591,2024
alb_0592,art_0110,Album_592,2016
alb_0593,art_0200,Album_593,2015
alb_0594,art_0184,Album_594,2019
alb_0595,art_0113,Album_595,2020
alb_0596,art_0217,Album_596,2020
alb_0597,art_0050,Album_597,2023
alb_0598,art_0012,Album_598,2018
alb_0599,art_0089,Album_599,2015
alb_0600,art_0209,Album_600,2020
