track_id,album_id,artist_id,track_name,duration_ms,explicit_flag
trk_00062,alb_0442,art_0234,Track_62,220439,1
trk_00063,alb_0130,art_0112,Track_63,209277,1
trk_00064,alb_0292,art_0183,Track_64,120383,0
trk_00065,alb_0114,art_0077,Track_65,232857,0
trk_00066,alb_0199,art_0232,Track_66,130910,1
trk_00067,alb_0013,art_0105,Track_67,260100,1
trk_00068,alb_0271,art_0235,Track_68,245927,0
trk_00069,alb_0215,art_0107,Track_69,114281,0
trk_00070,alb_0444,art_0247,Track_70,203838,0
trk_00071,alb_0512,art_0122,Track_71,94841,0
trk_00072,alb_0447,art_0223,Track_72,187204,0
trk_00073,alb_0074,art_0080,Track_73,150155,0
trk_00074,alb_0537,art_0234,Track_74,247990,1
trk_00075,alb_0101,art_0125,Track_75,146313,0
trk_00076,alb_0176,art_0184,Track_76,201688,0
trk_00077,alb_0427,art_0172,Track_77,238515,0
trk_00078,alb_0117,art_0185,Track_78,253322,1
trk_00079,alb_0166,art_0134,Track_79,222994,0
trk_00080,alb_0041,art_0220,Track_80,121976,0
trk_00081,alb_0429,art_0032,Track_81,233063,0
trk_00082,alb_0344,art_0108,Track_82,194405,0
trk_00083,alb_0424,art_0202,Track_83,143744,0
trk_00084,alb_0366,art_0114,Track_84,243805,0
trk_00085,alb_0120,art_0146,Track_85,92473,0
trk_00086,alb_0229,art_0068,Track_86,229180,0
trk_00087,alb_0130,art_0127,Track_87,118715,0
trk_00088,alb_0352,art_0201,Track_88,253282,0
trk_00089,alb_0318,art_0135,Track_89,127317,0
trk_00090,alb_0337,art_0114,Track_90,155516,1
trk_00091,alb_0273,art_0008,Track_91,254434,0
trk_00092,alb_0117,art_0064,Track_92,144604,0
trk_00093,alb_0368,art_0235,Track_93,94889,0
trk_00094,alb_0094,art_0135,Track_94,163748,0
trk_00095,alb_0168,art_0041,Track_95,121971,0
trk_00096,alb_0341,art_0040,Track_96,140551,0
trk_00097,alb_0152,art_0003,Track_97,224273,0
trk_00098,alb_0586,art_0145,Track_98,198957,1
trk_00099,alb_0274,art_0194,Track_99,179882,1
trk_00100,alb_0554,art_0207,Track_100,127958,1
trk_00101,alb_0496,art_0110,Track_101,95681,0
trk_00102,alb_0101,art_0221,Track_102,191982,0
trk_00103,alb_0557,art_0114,Track_103,136870,0
trk_00104,alb_0082,art_0112,Track_104,218396,0
trk_00105,alb_0529,art_0180,Track_105,157203,0
trk_00106,alb_0073,art_0150,Track_106,249224,0
trk_00107,alb_0014,art_0004,Track_107,140061,0
trk_00108,alb_0433,art_0249,Track_108,278691,0
trk_00109,alb_0157,art_0244,Track_109,148235,0
trk_00110,alb_0132,art_0134,Track_110,294812,0
trk_00111,alb_0338,art_0166,Track_111,127890,0
trk_00112,alb_0404,art_0026,Track_112,180073,1
trk_00113,alb_0376,art_0139,Track_113,151401,0
trk_00114,alb_0559,art_0218,Track_114,101217,0
trk_00115,alb_0107,art_0017,Track_115,138351,0
trk_00116,alb_0265,art_0216,Track_116,123741,0
trk_00117,alb_0205,art_0092,Track_117,241726,0
trk_00118,alb_0079,art_0227,Track_118,282386,1
trk_00119,alb_0155,art_0031,Track_119,91408,1
trk_00120,alb_0247,art_0205,Track_120,132903,0
trk_00121,alb_0531,art_0246,Track_121,197042,0
trk_00122,alb_0538,art_0163,Track_122,222290,0
trk_00123,alb_0154,art_0144,Track_123,271644,0
trk_00124,alb_0154,art_0207,Track_124,279870,1
trk_00125,alb_0092,art_0107,Track_125,212189,0
trk_00126,alb_0433,art_0146,Track_126,199268,1
trk_00127,alb_0338,art_0111,Track_127,120105,0
trk_00128,alb_0480,art_0101,Track_128,159634,0
trk_00129,alb_0131,art_0112,Track_129,207426,0
trk_00130,alb_0450,art_0062,Track_130,286135,0
trk_00131,alb_0273,art_0112,Track_131,228691,0
trk_00132,alb_0588,art_0241,Track_132,233011,0
trk_00133,alb_0177,art_0233,Track_133,108226,0
trk_00134,alb_0049,art_0155,Track_134,115322,0
trk_00135,alb_0567,art_0247,Track_135,207504,0
trk_00136,alb_0355,art_0163,Track_136,148215,0
trk_00137,alb_0308,art_0116,Track_137,237950,0
trk_00138,alb_0046,art_0173,Track_138,227632,0
trk_00139,alb_0302,art_0246,Track_139,259350,0
trk_00140,alb_0408,art_0035,Track_140,257284,0
trk_00141,alb_0189,art_0028,Track_141,184835,1
trk_00142,alb_0129,art_0103,Track_142,163079,0
trk_00143,alb_0561,art_0125,Track_143,113946,0
trk_00144,alb_0537,art_0102,Track_144,252812,0
trk_00145,alb_0266,art_0137,Track_145,200733,1
trk_00146,alb_0118,art_0204,Track_146,97253,0
trk_00147,alb_0464,art_0143,Track_147,169311,0
trk_00148,alb_0144,art_0021,Track_148,122813,0
trk_00149,alb_0442,art_0052,Track_149,285403,0
trk_00150,alb_0200,art_0163,Track_150,248704,0
trk_00151,alb_0157,art_0234,Track_151,138365,0
trk_00152,alb_0487,art_0097,Track_152,157593,1
trk_00153,alb_0134,art_0051,Track_153,254503,1
trk_00154,alb_0148,art_0083,Track_154,258508,0
trk_00155,alb_0336,art_0055,Track_155,239485,0
trk_00156,alb_0071,art_0215,Track_156,128485,0
trk_00157,alb_0233,art_0077,Track_157,289304,0
trk_00158,alb_0334,art_0127,Track_158,201504,0
trk_00159,alb_0090,art_0172,Track_159,106101,0
trk_00160,alb_0334,art_0193,Track_160,98831,0
trk_00161,alb_0199,art_0243,Track_161,141897,0
trk_00162,alb_0161,art_0093,Track_162,95004,0
trk_00163,alb_0538,art_0088,Track_163,135924,0
trk_00164,alb_0121,art_0080,Track_164,242581,0
trk_00165,alb_0301,art_0153,Track_165,127170,0
trk_00166,alb_0575,art_0247,Track_166,133555,0
trk_00167,alb_0436,art_0215,Track_167,235734,1
trk_00168,alb_0068,art_0092,Track_168,208115,1
trk_00169,alb_0459,art_0047,Track_169,194216,0
trk_00170,alb_0514,art_0208,Track_170,155930,0
trk_00171,alb_0398,art_0235,Track_171,268475,0
trk_00172,alb_0286,art_0184,Track_172,126365,0
trk_00173,alb_0561,art_0038,Track_173,152188,0
trk_00174,alb_0140,art_0139,Track_174,297132,0
trk_00175,alb_0556,art_0195,Track_175,188633,0
trk_00176,alb_0590,art_0015,Track_176,247745,0
trk_00177,alb_0282,art_0001,Track_177,153471,1
trk_00178,alb_0578,art_0135,Track_178,238228,0
trk_00179,alb_0457,art_0001,Track_179,147287,0
trk_00180,alb_0087,art_0049,Track_180,222717,0
trk_00181,alb_0079,art_0096,Track_181,149076,0
trk_00182,alb_0205,art_0201,Track_182,206475,0
trk_00183,alb_0337,art_0157,Track_183,296423,0
trk_00184,alb_0254,art_0026,Track_184,140151,0
trk_00185,alb_0304,art_0087,Track_185,157384,1
trk_00186,alb_0380,art_0173,Track_186,189865,0
trk_00187,alb_0130,art_0235,Track_187,123541,1
trk_00188,alb_0596,art_0093,Track_188,162847,0
trk_00189,alb_0276,art_0244,Track_189,140955,0
trk_00190,alb_0558,art_0102,Track_190,230362,0
trk_00191,alb_0183,art_0225,Track_191,280014,0
trk_00192,alb_0268,art_0071,Track_192,251215,1
trk_00193,alb_0322,art_0140,Track_193,245581,0
trk_00194,alb_0512,art_0095,Track_194,177780,0
trk_00195,alb_0078,art_0160,Track_195,257813,0
trk_00196,alb_0339,art_0118,Track_196,247970,0
trk_00197,alb_0556,art_0148,Track_197,189919,0
trk_00198,alb_0509,art_0119,Track_198,202854,0
trk_00199,alb_0238,art_0051,Track_199,284020,1
trk_00200,alb_0134,art_0081,Track_200,151768,0
trk_00201,alb_0192,art_0036,Track_201,133262,0
trk_00202,alb_0356,art_0067,Track_202,226578,0
trk_00203,alb_0278,art_0129,Track_203,110605,0
trk_00204,alb_0018,art_0114,Track_204,168590,0
trk_00205,alb_0524,art_0155,Track_205,118231,1
trk_00206,alb_0180,art_0245,Track_206,169397,0
trk_00207,alb_0123,art_0111,Track_207,167123,0
trk_00208,alb_0246,art_0168,Track_208,103515,0
trk_00209,alb_0373,art_0225,Track_209,177211,1
trk_00210,alb_0051,art_0212,Track_210,259694,1
trk_00211,alb_0071,art_0142,Track_211,106600,0
trk_00212,alb_0480,art_0100,Track_212,248964,0
trk_00213,alb_0560,art_0197,Track_213,159310,0
trk_00214,alb_0019,art_0215,Track_214,242873,1
trk_00215,alb_0084,art_0109,Track_215,258767,0
trk_00216,alb_0155,art_0120,Track_216,249925,0
trk_00217,alb_0565,art_0079,Track_217,225501,0
trk_00218,alb_0357,art_0134,Track_218,225678,0
trk_00219,alb_0443,art_0161,Track_219,225550,0
trk_00220,alb_0069,art_0183,Track_220,204380,1
trk_00221,alb_0523,art_0019,Track_221,261206,0
trk_00222,alb_0143,art_0127,Track_222,291035,0
trk_00223,alb_0192,art_0205,Track_223,201780,0
trk_00224,alb_0387,art_0029,Track_224,291969,1
trk_00225,alb_0378,art_0189,Track_225,246547,1
trk_00226,alb_0581,art_0198,Track_226,156177,0
trk_00227,alb_0535,art_0207,Track_227,242802,1
trk_00228,alb_0293,art_0208,Track_228,242185,0
trk_00229,alb_0009,art_0024,Track_229,241083,0
trk_00230,alb_0271,art_0151,Track_230,145746,0
trk_00231,alb_0387,art_0240,Track_231,213075,1
trk_00232,alb_0093,art_0010,Track_232,263925,1
trk_00233,alb_0529,art_0182,Track_233,175195,0
trk_00234,alb_0154,art_0105,Track_234,126818,0
trk_00235,alb_0405,art_0169,Track_235,258393,0
trk_00236,alb_0149,art_0177,Track_236,111309,1
trk_00237,alb_0267,art_0145,Track_237,239760,0
trk_00238,alb_0422,art_0241,Track_238,118176,0
trk_00239,alb_0472,art_0184,Track_239,158879,0
trk_00240,alb_0547,art_0236,Track_240,157592,0
trk_00241,alb_0526,art_0173,Track_241,174728,0
trk_00242,alb_0503,art_0158,Track_242,230488,0
trk_00243,alb_0014,art_0172,Track_243,261066,0
trk_00244,alb_0364,art_0238,Track_244,287494,1
trk_00245,alb_0119,art_0202,Track_245,98584,0
trk_00246,alb_0238,art_0055,Track_246,214555,1
trk_00247,alb_0546,art_0147,Track_247,183302,0
trk_00248,alb_0169,art_0157,Track_248,212408,0
trk_00249,alb_0522,art_0002,Track_249,108830,0
trk_00250,alb_0516,art_0164,Track_250,167066,0
trk_00251,alb_0397,art_0147,Track_251,93591,0
trk_00252,alb_0106,art_0135,Track_252,183878,0
trk_00253,alb_0085,art_0154,Track_253,215407,0
trk_00254,alb_0214,art_0207,Track_254,206869,0
trk_00255,alb_0121,art_0111,Track_255,111395,0
trk_00256,alb_0132,art_0248,Track_256,275254,0
trk_00257,alb_0197,art_0038,Track_257,106738,0
trk_00258,alb_0019,art_0131,Track_258,223703,0
trk_00259,alb_0012,art_0102,Track_259,238977,0
trk_00260,alb_0081,art_0208,Track_260,109056,1
trk_00261,alb_0330,art_0194,Track_261,211656,0
trk_00262,alb_0392,art_0095,Track_262,205316,0
trk_00263,alb_0307,art_0092,Track_263,256519,0
trk_00264,alb_0267,art_0071,Track_264,144418,0
trk_00265,alb_0447,art_0222,Track_265,127190,0
trk_00266,alb_0441,art_0171,Track_266,116014,1
trk_00267,alb_0002,art_0250,Track_267,294071,0
trk_00268,alb_0520,art_0190,Track_268,271350,0
trk_00269,alb_0309,art_0199,Track_269,215563,0
trk_00270,alb_0522,art_0228,Track_270,91780,0
trk_00271,alb_0469,art_0221,Track_271,280330,0
trk_00272,alb_0212,art_0024,Track_272,132192,0
trk_00273,alb_0112,art_0244,Track_273,280372,0
trk_00274,alb_0008,art_0167,Track_274,194875,0
trk_00275,alb_0477,art_0068,Track_275,189129,0
trk_00276,alb_0460,art_0128,Track_276,133923,0
trk_00277,alb_0253,art_0093,Track_277,179196,0
trk_00278,alb_0526,art_0044,Track_278,92395,0
trk_00279,alb_0438,art_0133,Track_279,192449,0
trk_00280,alb_0236,art_0055,Track_280,211747,0
trk_00281,alb_0306,art_0221,Track_281,236851,0
trk_00282,alb_0478,art_0158,Track_282,161028,0
trk_00283,alb_0020,art_0029,Track_283,250794,1
trk_00284,alb_0216,art_0154,Track_284,228183,0
trk_00285,alb_0135,art_0211,Track_285,231056,0
trk_00286,alb_0129,art_0154,Track_286,183176,0
trk_00287,alb_0410,art_0037,Track_287,293400,0
trk_00288,alb_0422,art_0219,Track_288,116924,1
trk_00289,alb_0294,art_0222,Track_289,273775,0
trk_00290,alb_0246,art_0115,Track_290,122577,0
trk_00291,alb_0556,art_0181,Track_291,228783,0
trk_00292,alb_0086,art_0158,Track_292,175548,0
trk_00293,alb_0556,art_0003,Track_293,215093,0
trk_00294,alb_0375,art_0122,Track_294,225168,0
trk_00295,alb_0446,art_0043,Track_295,156555,0
trk_00296,alb_0378,art_0007,Track_296,179848,0
trk_00297,alb_0390,art_0125,Track_297,296084,0
trk_00298,alb_0051,art_0049,Track_298,98254,1
trk_00299,alb_0242,art_0121,Track_299,215410,0
trk_00300,alb_0294,art_0073,Track_300,298192,0
trk_00301,alb_0563,art_0245,Track_301,227037,0
trk_00302,alb_0266,art_0041,Track_302,298072,0
trk_00303,alb_0120,art_0106,Track_303,299047,0
trk_00304,alb_0248,art_0077,Track_304,279059,0
trk_00305,alb_0070,art_0207,Track_305,193025,0
trk_00306,alb_0057,art_0182,Track_306,220509,0
trk_00307,alb_0382,art_0127,Track_307,122963,0
trk_00308,alb_0039,art_0197,Track_308,93273,1
trk_00309,alb_0443,art_0221,Track_309,105330,0
trk_00310,alb_0018,art_0227,Track_310,242566,0
trk_00311,alb_0352,art_0091,Track_311,166422,1
trk_00312,alb_0298,art_0155,Track_312,212089,0
trk_00313,alb_0283,art_0008,Track_313,93212,0
trk_00314,alb_0586,art_0032,Track_314,177594,0
trk_00315,alb_0110,art_0212,Track_315,222152,0
trk_00316,alb_0180,art_0064,Track_316,122675,0
trk_00317,alb_0544,art_0138,Track_317,112007,0
trk_00318,alb_0025,art_0013,Track_318,203805,0
trk_00319,alb_0057,art_0191,Track_319,172641,0
trk_00320,alb_0180,art_0093,Track_320,185815,1
trk_00321,alb_0232,art_0163,Track_321,136815,0
trk_00322,alb_0343,art_0061,Track_322,173482,1
trk_00323,alb_0477,art_0182,Track_323,90639,1
trk_00324,alb_0576,art_0008,Track_324,153593,0
trk_00325,alb_0455,art_0029,Track_325,168038,1
trk_00326,alb_0232,art_0095,Track_326,183899,0
trk_00327,alb_0289,art_0041,Track_327,93736,1
trk_00328,alb_0213,art_0158,Track_328,106473,0
trk_00329,alb_0258,art_0214,Track_329,218771,0
trk_00330,alb_0530,art_0149,Track_330,215801,0
trk_00331,alb_0229,art_0204,Track_331,255091,0
trk_00332,alb_0226,art_0011,Track_332,197598,1
trk_00333,alb_0596,art_0002,Track_333,176623,1
trk_00334,alb_0435,art_0178,Track_334,126820,0
trk_00335,alb_0402,art_0169,Track_335,147589,1
trk_00336,alb_0088,art_0194,Track_336,286879,0
trk_00337,alb_0584,art_0226,Track_337,108414,0
trk_00338,alb_0542,art_0131,Track_338,217378,0
trk_00339,alb_0309,art_0080,Track_339,114220,0
trk_00340,alb_0343,art_0179,Track_340,150531,0
trk_00341,alb_0436,art_0196,Track_341,200002,0
trk_00342,alb_0177,art_0087,Track_342,263497,0
trk_00343,alb_0139,art_0249,Track_343,99387,0
trk_00344,alb_0194,art_0242,Track_344,166815,0
trk_00345,alb_0186,art_0212,Track_345,117584,0
trk_00346,alb_0218,art_0153,Track_346,134783,0
trk_00347,alb_0164,art_0158,Track_347,260881,1
trk_00348,alb_0161,art_0210,Track_348,275399,1
trk_00349,alb_0525,art_0106,Track_349,214494,0
trk_00350,alb_0042,art_0139,Track_350,205814,0
trk_00351,alb_0210,art_0221,Track_351,220752,1
trk_00352,alb_0275,art_0017,Track_352,231929,0
trk_00353,alb_0279,art_0154,Track_353,263333,0
trk_00354,alb_0251,art_0248,Track_354,163588,0
trk_00355,alb_0310,art_0249,Track_355,238067,0
trk_00356,alb_0140,art_0023,Track_356,103580,0
trk_00357,alb_0546,art_0184,Track_357,108240,0
trk_00358,alb_0530,art_0180,Track_358,173446,0
trk_00359,alb_0057,art_0048,Track_359,296824,0
trk_00360,alb_0112,art_0020,Track_360,194533,1
trk_00361,alb_0005,art_0237,Track_361,267183,0
trk_00362,alb_0410,art_0002,Track_362,255938,0
trk_00363,alb_0414,art_0088,Track_363,170974,0
trk_00364,alb_0182,art_0031,Track_364,163401,0
trk_00365,alb_0013,art_0155,Track_365,233283,1
trk_00366,alb_0339,art_0130,Track_366,280057,0
trk_00367,alb_0259,art_0249,Track_367,254340,1
trk_00368,alb_0090,art_0078,Track_368,93646,0
trk_00369,alb_0250,art_0004,Track_369,276443,0
trk_00370,alb_0255,art_0241,Track_370,132816,0
trk_00371,alb_0588,art_0141,Track_371,179460,0
trk_00372,alb_0108,art_0228,Track_372,134112,1
trk_00373,alb_0594,art_0163,Track_373,141048,0
trk_00374,alb_0589,art_0236,Track_374,275983,0
trk_00375,alb_0485,art_0246,Track_375,296518,1
trk_00376,alb_0258,art_0128,Track_376,222850,0
trk_00377,alb_0282,art_0247,Track_377,135752,1
trk_00378,alb_0088,art_0200,Track_378,160726,0
trk_00379,alb_0204,art_0194,Track_379,248361,0
trk_00380,alb_0016,art_0134,Track_380,134788,0
trk_00381,alb_0151,art_0031,Track_381,94747,0
trk_00382,alb_0254,art_0246,Track_382,295894,0
trk_00383,alb_0188,art_0138,Track_383,90045,0
trk_00384,alb_0329,art_0236,Track_384,97758,0
trk_00385,alb_0544,art_0021,Track_385,215076,0
trk_00386,alb_0397,art_0234,Track_386,244509,0
trk_00387,alb_0517,art_0202,Track_387,240657,1
trk_00388,alb_0459,art_0023,Track_388,230926,0
trk_00389,alb_0330,art_0131,Track_389,273148,0
trk_00390,alb_0169,art_0160,Track_390,146950,0
trk_00391,alb_0366,art_0148,Track_391,238421,0
trk_00392,alb_0178,art_0202,Track_392,242420,1
trk_00393,alb_0362,art_0029,Track_393,255368,0
trk_00394,alb_0040,art_0105,Track_394,109455,1
trk_00395,alb_0416,art_0052,Track_395,299896,0
trk_00396,alb_0355,art_0115,Track_396,275093,0
trk_00397,alb_0255,art_0174,Track_397,292995,0
trk_00398,alb_0143,art_0162,Track_398,260365,1
trk_00399,alb_0577,art_0101,Track_399,178552,1
trk_00400,alb_0011,art_0084,Track_400,136116,0
trk_00401,alb_0026,art_0061,Track_401,210461,1
trk_00402,alb_0421,art_0125,Track_402,130484,0
trk_00403,alb_0221,art_0200,Track_403,251287,1
trk_00404,alb_0496,art_0071,Track_404,171638,0
trk_00405,alb_0237,art_0070,Track_405,224476,0
trk_00406,alb_0237,art_0139,Track_406,258332,0
trk_00407,alb_0219,art_0108,Track_407,190647,1
trk_00408,alb_0487,art_0210,Track_408,155642,1
trk_00409,alb_0461,art_0243,Track_409,136009,1
trk_00410,alb_0144,art_0234,Track_410,218824,1
trk_00411,alb_0189,art_0249,Track_411,119605,0
trk_00412,alb_0255,art_0221,Track_412,200879,1
trk_00413,alb_0068,art_0217,Track_413,274277,1
trk_00414,alb_0336,art_0191,Track_414,258641,0
trk_00415,alb_0409,art_0021,Track_415,210827,0
trk_00416,alb_0300,art_0238,Track_416,95580,0
trk_00417,alb_0357,art_0131,Track_417,204902,1
trk_00418,alb_0256,art_0082,Track_418,95400,1
trk_00419,alb_0353,art_0088,Track_419,260715,1
trk_00420,alb_0521,art_0111,Track_420,186032,1
trk_00421,alb_0524,art_0230,Track_421,217319,1
trk_00422,alb_0284,art_0010,Track_422,196960,0
trk_00423,alb_0312,art_0155,Track_423,129015,0
trk_00424,alb_0099,art_0012,Track_424,161713,0
trk_00425,alb_0197,art_0007,Track_425,293877,0
trk_00426,alb_0482,art_0145,Track_426,236046,0
trk_00427,alb_0226,art_0193,Track_427,235109,1
trk_00428,alb_0365,art_0192,Track_428,237239,0
trk_00429,alb_0368,art_0250,Track_429,178754,0
trk_00430,alb_0570,art_0114,Track_430,133148,0
trk_00431,alb_0590,art_0026,Track_431,293225,0
trk_00432,alb_0075,art_0015,Track_432,242606,0
trk_00433,alb_0042,art_0243,Track_433,212790,0
trk_00434,alb_0422,art_0033,Track_434,176078,0
trk_00435,alb_0181,art_0062,Track_435,146879,0
trk_00436,alb_0545,art_0229,Track_436,209894,0
trk_00437,alb_0071,art_0047,Track_437,155839,0
trk_00438,alb_0568,art_0095,Track_438,119756,0
trk_00439,alb_0105,art_0035,Track_439,233755,0
trk_00440,alb_0200,art_0193,Track_440,270557,0
trk_00441,alb_0101,art_0200,Track_441,232097,0
trk_00442,alb_0307,art_0076,Track_442,239787,1
trk_00443,alb_0586,art_0123,Track_443,291169,0
trk_00444,alb_0377,art_0246,Track_444,182943,0
trk_00445,alb_0399,art_0249,Track_445,296777,0
trk_00446,alb_0221,art_0083,Track_446,238188,0
trk_00447,alb_0595,art_0025,Track_447,126744,0
trk_00448,alb_0182,art_0057,Track_448,214697,0
trk_00449,alb_0307,art_0032,Track_449,206072,0
trk_00450,alb_0522,art_0063,Track_450,223196,0
trk_00451,alb_0396,art_0012,Track_451,259123,0
trk_00452,alb_0004,art_0063,Track_452,97176,0
trk_00453,alb_0281,art_0077,Track_453,181310,0
trk_00454,alb_0215,art_0092,Track_454,285890,1
trk_00455,alb_0420,art_0001,Track_455,239748,0
trk_00456,alb_0101,art_0179,Track_456,135177,0
trk_00457,alb_0521,art_0070,Track_457,200623,0
trk_00458,alb_0573,art_0136,Track_458,90997,1
trk_00459,alb_0309,art_0196,Track_459,280402,0
trk_00460,alb_0510,art_0133,Track_460,264841,0
trk_00461,alb_0063,art_0217,Track_461,210179,0
trk_00462,alb_0226,art_0086,Track_462,299725,0
trk_00463,alb_0105,art_0220,Track_463,210403,0
trk_00464,alb_0425,art_0039,Track_464,232303,0
trk_00465,alb_0255,art_0023,Track_465,185287,0
trk_00466,alb_0429,art_0068,Track_466,209574,0
trk_00467,alb_0434,art_0180,Track_467,294048,0
trk_00468,alb_0207,art_0004,Track_468,211509,0
trk_00469,alb_0028,art_0126,Track_469,175447,0
trk_00470,alb_0336,art_0175,Track_470,199522,0
trk_00471,alb_0588,art_0021,Track_471,277037,1
trk_00472,alb_0069,art_0229,Track_472,171144,0
trk_00473,alb_0513,art_0184,Track_473,282589,1
trk_00474,alb_0167,art_0105,Track_474,182693,0
trk_00475,alb_0368,art_0066,Track_475,184315,0
trk_00476,alb_0251,art_0187,Track_476,117387,0
trk_00477,alb_0170,art_0007,Track_477,94090,0
trk_00478,alb_0090,art_0049,Track_478,210846,0
trk_00479,alb_0561,art_0016,Track_479,246017,0
trk_00480,alb_0446,art_0145,Track_480,130239,0
trk_00481,alb_0294,art_0084,Track_481,93743,0
trk_00482,alb_0150,art_0250,Track_482,120924,0
trk_00483,alb_0132,art_0087,Track_483,231268,0
trk_00484,alb_0433,art_0098,Track_484,220160,0
trk_00485,alb_0059,art_0075,Track_485,181815,1
trk_00486,alb_0199,art_0034,Track_486,195312,1
trk_00487,alb_0215,art_0161,Track_487,158860,0
trk_00488,alb_0561,art_0026,Track_488,262472,0
trk_00489,alb_0472,art_0066,Track_489,170399,1
trk_00490,alb_0247,art_0125,Track_490,138795,1
trk_00491,alb_0382,art_0063,Track_491,141553,0
trk_00492,alb_0239,art_0087,Track_492,193976,1
trk_00493,alb_0367,art_0041,Track_493,245183,0
trk_00494,alb_0168,art_0214,Track_494,203566,0
trk_00495,alb_0560,art_0186,Track_495,284155,0
trk_00496,alb_0051,art_0098,Track_496,209968,0
trk_00497,alb_0380,art_0124,Track_497,151600,1
trk_00498,alb_0474,art_0079,Track_498,140022,0
trk_00499,alb_0080,art_0010,Track_499,224271,0
trk_00500,alb_0367,art_0015,Track_500,140897,0
trk_00501,alb_0461,art_0042,Track_501,128038,0
trk_00502,alb_0539,art_0093,Track_502,213323,0
trk_00503,alb_0452,art_0185,Track_503,276110,1
trk_00504,alb_0464,art_0215,Track_504,210278,0
trk_00505,alb_0478,art_0017,Track_505,201054,0
trk_00506,alb_0420,art_0188,Track_506,97897,1
trk_00507,alb_0214,art_0009,Track_507,154541,0
trk_00508,alb_0369,art_0114,Track_508,196968,1
trk_00509,alb_0114,art_0036,Track_509,104892,0
trk_00510,alb_0503,art_0201,Track_510,229343,0
trk_00511,alb_0588,art_0208,Track_511,114815,0
trk_00512,alb_0311,art_0036,Track_512,135612,1
trk_00513,alb_0469,art_0048,Track_513,254429,0
trk_00514,alb_0044,art_0051,Track_514,296160,0
trk_00515,alb_0415,art_0097,Track_515,106267,0
trk_00516,alb_0246,art_0119,Track_516,108268,0
